Nomor,T-in (mm.ss),T-out (mm.ss),T-in,T-out,ΔT,Volume,VMax,Kepadatan,Kecepatan,Kecepatan Normalisasi,Keterangan Video
300,4:46,5:15,286,315,29,7,35,0.2,1.37931034482759,0.137931034482759,Video 3
301,4:50,5:18,290,318,28,7,35,0.2,1.42857142857143,0.142857142857143,Video 3
302,5:03,5:12,303,312,9,6,35,0.171428571428571,4.44444444444445,0.444444444444445,Video 3
303,5:04,5:26,304,326,22,7,35,0.2,1.81818181818182,0.181818181818182,Video 3
304,5:10,5:29,310,329,19,4,35,0.114285714285714,2.10526315789474,0.210526315789474,Video 3
305,5:16,5:42,316,342,26,3,35,0.0857142857142857,1.53846153846154,0.153846153846154,Video 3
306,5:20,5:36,320,336,16,4,35,0.114285714285714,2.5,0.25,Video 3
307,5:22,5:47,322,347,25,5,35,0.142857142857143,1.6,0.16,Video 3
308,5:24,5:52,324,352,28,5,35,0.142857142857143,1.42857142857143,0.142857142857143,Video 3
309,5:25,5:42,325,342,17,6,35,0.171428571428571,2.35294117647059,0.235294117647059,Video 3
310,5:28,5:55,328,355,27,5,35,0.142857142857143,1.48148148148148,0.148148148148148,Video 3
311,5:36,5:45,336,345,9,5,35,0.142857142857143,4.44444444444445,0.444444444444445,Video 3
312,5:37,5:58,337,358,21,6,35,0.171428571428571,1.9047619047619,0.19047619047619,Video 3
313,5:38,5:59,338,359,21,7,35,0.2,1.9047619047619,0.19047619047619,Video 3
314,5:40,6:02,340,362,22,7,35,0.2,1.81818181818182,0.181818181818182,Video 3
315,5:42,6:07,342,367,25,8,35,0.228571428571429,1.6,0.16,Video 3
316,5:44,6:02,344,362,18,6,35,0.171428571428571,2.22222222222222,0.222222222222222,Video 3
317,8:12,8:28,492,508,16,8,35,0.228571428571429,2.5,0.25,Video 3
318,8:26,8:57,506,537,31,7,35,0.2,1.29032258064516,0.129032258064516,Video 3
319,8:30,9:01,510,541,31,8,35,0.228571428571429,1.29032258064516,0.129032258064516,Video 3
320,8:39,9:13,519,553,34,6,35,0.171428571428571,1.17647058823529,0.117647058823529,Video 3
321,8:51,9:07,531,547,16,4,35,0.114285714285714,2.5,0.25,Video 3
322,8:57,9:11,537,551,14,3,35,0.0857142857142857,2.85714285714286,0.285714285714286,Video 3
323,9:00,9:10,540,550,10,3,35,0.0857142857142857,4,0.4,Video 3
324,9:19,9:29,559,569,10,2,35,0.0571428571428571,4,0.4,Video 3
325,9:31,9:40,571,580,9,2,35,0.0571428571428571,4.44444444444445,0.444444444444445,Video 3
326,9:33,9:43,573,583,10,2,35,0.0571428571428571,4,0.4,Video 3
327,9:34,9:46,574,586,12,3,35,0.0857142857142857,3.33333333333333,0.333333333333333,Video 3
328,9:51,10:02,591,602,11,0,35,0,3.63636363636364,0.363636363636364,Video 3
329,9:53,10:01,593,601,8,1,35,0.0285714285714286,5,0.5,Video 3
330,9:55,10:03,595,603,8,2,35,0.0571428571428571,5,0.5,Video 3
331,10:08,10:20,608,620,12,3,35,0.0857142857142857,3.33333333333333,0.333333333333333,Video 3
332,10:27,10:41,627,641,14,5,35,0.142857142857143,2.85714285714286,0.285714285714286,Video 3
333,11:14,11:29,674,689,15,7,35,0.2,2.66666666666667,0.266666666666667,Video 3
334,11:16,11:30,676,690,14,9,35,0.257142857142857,2.85714285714286,0.285714285714286,Video 3
335,11:16,11:32,676,692,16,9,35,0.257142857142857,2.5,0.25,Video 3
336,11:24,11:36,684,696,12,6,35,0.171428571428571,3.33333333333333,0.333333333333333,Video 3
337,11:28,11:38,688,698,10,3,35,0.0857142857142857,4,0.4,Video 3
338,11:30,11:40,690,700,10,2,35,0.0571428571428571,4,0.4,Video 3
339,11:32,11:42,692,702,10,3,35,0.0857142857142857,4,0.4,Video 3
340,11:36,11:46,696,706,10,4,35,0.114285714285714,4,0.4,Video 3
341,11:40,11:49,700,709,9,3,35,0.0857142857142857,4.44444444444445,0.444444444444445,Video 3
342,11:43,11:52,703,712,9,2,35,0.0571428571428571,4.44444444444445,0.444444444444445,Video 3
343,11:49,11:58,709,718,9,2,35,0.0571428571428571,4.44444444444445,0.444444444444445,Video 3
344,11:51,12:00,711,720,9,1,35,0.0285714285714286,4.44444444444445,0.444444444444445,Video 3
345,11:55,12:07,715,727,12,2,35,0.0571428571428571,3.33333333333333,0.333333333333333,Video 3
346,12:00,12:07,720,727,7,1,35,0.0285714285714286,5.71428571428571,0.571428571428571,Video 3
347,12:00,12:10,720,730,10,2,35,0.0571428571428571,4,0.4,Video 3
348,12:01,12:08,721,728,7,3,35,0.0857142857142857,5.71428571428571,0.571428571428571,Video 3
349,12:04,12:12,724,732,8,4,35,0.114285714285714,5,0.5,Video 3
350,12:07,12:16,727,736,9,4,35,0.114285714285714,4.44444444444445,0.444444444444445,Video 3
351,12:48,13:00,768,780,12,3,35,0.0857142857142857,3.33333333333333,0.333333333333333,Video 3
352,12:53,13:10,773,790,17,3,35,0.0857142857142857,2.35294117647059,0.235294117647059,Video 3
353,12:56,13:19,776,799,23,4,35,0.114285714285714,1.73913043478261,0.173913043478261,Video 3
354,12:59,13:26,779,806,27,4,35,0.114285714285714,1.48148148148148,0.148148148148148,Video 3
355,13:01,13:32,781,812,31,5,35,0.142857142857143,1.29032258064516,0.129032258064516,Video 3
356,13:04,13:31,784,811,27,4,35,0.114285714285714,1.48148148148148,0.148148148148148,Video 3
357,13:07,13:47,787,827,40,5,35,0.142857142857143,1,0.1,Video 3
358,13:20,13:50,800,830,30,7,35,0.2,1.33333333333333,0.133333333333333,Video 3
359,13:24,13:38,804,818,14,6,35,0.171428571428571,2.85714285714286,0.285714285714286,Video 3
360,13:36,13:48,816,828,12,5,35,0.142857142857143,3.33333333333333,0.333333333333333,Video 3
361,13:38,13:52,818,832,14,4,35,0.114285714285714,2.85714285714286,0.285714285714286,Video 3
362,13:53,14:01,833,841,8,0,35,0,5,0.5,Video 3
363,14:09,14:19,849,859,10,2,35,0.0571428571428571,4,0.4,Video 3
364,14:13,14:22,853,862,9,2,35,0.0571428571428571,4.44444444444445,0.444444444444445,Video 3
365,14:16,14:24,856,864,8,3,35,0.0857142857142857,5,0.5,Video 3
366,14:29,14:38,869,878,9,2,35,0.0571428571428571,4.44444444444445,0.444444444444445,Video 3
367,14:31,14:40,871,880,9,2,35,0.0571428571428571,4.44444444444445,0.444444444444445,Video 3
368,14:34,14:45,874,885,11,2,35,0.0571428571428571,3.63636363636364,0.363636363636364,Video 3
369,14:48,15:05,888,905,17,3,35,0.0857142857142857,2.35294117647059,0.235294117647059,Video 3
370,14:49,15:27,889,927,38,4,35,0.114285714285714,1.05263157894737,0.105263157894737,Video 3
371,14:51,15:37,891,937,46,5,35,0.142857142857143,0.869565217391304,0.0869565217391304,Video 3
372,14:52,15:02,892,902,10,5,35,0.142857142857143,4,0.4,Video 3
373,14:56,15:20,896,920,24,6,35,0.171428571428571,1.66666666666667,0.166666666666667,Video 3
374,14:56,16:00,896,960,64,6,35,0.171428571428571,0.625,0.0625,Video 3
375,14:59,15:24,899,924,25,9,35,0.257142857142857,1.6,0.16,Video 3
376,15:01,16:03,901,963,62,10,35,0.285714285714286,0.645161290322581,0.0645161290322581,Video 3
377,15:03,15:29,903,929,26,8,35,0.228571428571429,1.53846153846154,0.153846153846154,Video 3
378,16:10,17:28,970,1048,78,9,35,0.257142857142857,0.512820512820513,0.0512820512820513,Video 3
379,16:11,16:34,971,994,23,8,35,0.228571428571429,1.73913043478261,0.173913043478261,Video 3
380,16:16,16:33,976,993,17,7,35,0.2,2.35294117647059,0.235294117647059,Video 3
381,16:19,16:37,979,997,18,8,35,0.228571428571429,2.22222222222222,0.222222222222222,Video 3
382,16:19,17:35,979,1055,76,8,35,0.228571428571429,0.526315789473684,0.0526315789473684,Video 3
383,16:22,17:49,982,1069,87,8,35,0.228571428571429,0.459770114942529,0.0459770114942529,Video 3
384,16:23,16:37,983,997,14,9,35,0.257142857142857,2.85714285714286,0.285714285714286,Video 3
385,16:27,17:46,987,1066,79,11,35,0.314285714285714,0.506329113924051,0.0506329113924051,Video 3
386,16:29,16:48,989,1008,19,10,35,0.285714285714286,2.10526315789474,0.210526315789474,Video 3
387,18:14,18:54,1094,1134,40,8,35,0.228571428571429,1,0.1,Video 3
388,18:18,18:39,1098,1119,21,9,35,0.257142857142857,1.9047619047619,0.19047619047619,Video 3
389,18:25,19:36,1105,1176,71,10,35,0.285714285714286,0.563380281690141,0.0563380281690141,Video 3
390,18:34,19:00,1114,1140,26,13,35,0.371428571428571,1.53846153846154,0.153846153846154,Video 3
391,18:48,19:00,1128,1140,12,10,35,0.285714285714286,3.33333333333333,0.333333333333333,Video 3
392,19:40,20:08,1180,1208,28,9,35,0.257142857142857,1.42857142857143,0.142857142857143,Video 3
393,19:42,20:19,1182,1219,37,10,35,0.285714285714286,1.08108108108108,0.108108108108108,Video 3
394,19:46,20:40,1186,1240,54,9,35,0.257142857142857,0.740740740740741,0.0740740740740741,Video 3
395,19:46,20:52,1186,1252,66,9,35,0.257142857142857,0.606060606060606,0.0606060606060606,Video 3
396,21:33,22:55,1293,1375,82,10,35,0.285714285714286,0.487804878048781,0.0487804878048781,Video 3
397,21:34,23:13,1294,1393,99,11,35,0.314285714285714,0.404040404040404,0.0404040404040404,Video 3
398,21:39,23:06,1299,1386,87,12,35,0.342857142857143,0.459770114942529,0.0459770114942529,Video 3
399,23:10,23:55,1390,1435,45,9,35,0.257142857142857,0.888888888888889,0.0888888888888889,Video 3
400,23:13,23:57,1393,1437,44,8,35,0.228571428571429,0.909090909090909,0.0909090909090909,Video 3
401,23:14,24:00:00,1394,1440,46,9,35,0.257142857142857,0.869565217391304,0.0869565217391304,Video 3
402,23:18,24:20:00,1398,1460,62,9,35,0.257142857142857,0.645161290322581,0.0645161290322581,Video 3
403,23:21,23:50,1401,1430,29,11,35,0.314285714285714,1.37931034482759,0.137931034482759,Video 3
404,23:23,25:15:00,1403,1515,112,13,35,0.371428571428571,0.357142857142857,0.0357142857142857,Video 3
405,23:25,24:05:00,1405,1445,40,11,35,0.314285714285714,1,0.1,Video 3
406,23:30,25:18:00,1410,1518,108,10,35,0.285714285714286,0.37037037037037,0.037037037037037,Video 3
407,23:36,24:18:00,1416,1458,42,11,35,0.314285714285714,0.952380952380952,0.0952380952380952,Video 3
408,23:45,24:27:00,1425,1467,42,12,35,0.342857142857143,0.952380952380952,0.0952380952380952,Video 3
409,23:50,25:10:00,1430,1510,80,9,35,0.257142857142857,0.5,0.05,Video 3
410,24:04:00,24:37:00,1444,1477,33,10,35,0.285714285714286,1.21212121212121,0.121212121212121,Video 3
411,27:36:00,29:04:00,1656,1744,88,14,35,0.4,0.454545454545455,0.0454545454545455,Video 3
412,30:49:00,31:18:00,1849,1878,29,13,35,0.371428571428571,1.37931034482759,0.137931034482759,Video 3
413,30:50:00,31:35:00,1850,1895,45,14,35,0.4,0.888888888888889,0.0888888888888889,Video 3
414,31:41:00,32:10:00,1901,1930,29,11,35,0.314285714285714,1.37931034482759,0.137931034482759,Video 3
415,31:46:00,32:11:00,1906,1931,25,11,35,0.314285714285714,1.6,0.16,Video 3
416,31:51:00,32:13:00,1911,1933,22,10,35,0.285714285714286,1.81818181818182,0.181818181818182,Video 3
417,31:57:00,32:16:00,1917,1936,19,10,35,0.285714285714286,2.10526315789474,0.210526315789474,Video 3
418,33:32:00,34:08:00,2012,2048,36,8,35,0.228571428571429,1.11111111111111,0.111111111111111,Video 3
419,33:32:00,34:13:00,2012,2053,41,9,35,0.257142857142857,0.975609756097561,0.0975609756097561,Video 3
420,33:36:00,34:14:00,2016,2054,38,8,35,0.228571428571429,1.05263157894737,0.105263157894737,Video 3
421,33:36:00,34:18:00,2016,2058,42,9,35,0.257142857142857,0.952380952380952,0.0952380952380952,Video 3
422,33:41:00,34:32:00,2021,2072,51,9,35,0.257142857142857,0.784313725490196,0.0784313725490196,Video 3
423,3:10,3:33,190,213,23,10,35,0.285714285714286,1.73913043478261,0.173913043478261,Video 4
424,3:16,3:44,196,224,28,9,35,0.257142857142857,1.42857142857143,0.142857142857143,Video 4
425,3:16,3:42,196,222,26,9,35,0.257142857142857,1.53846153846154,0.153846153846154,Video 4
426,3:20,3:45,200,225,25,11,35,0.314285714285714,1.6,0.16,Video 4
427,3:21,3:48,201,228,27,11,35,0.314285714285714,1.48148148148148,0.148148148148148,Video 4
428,3:21,3:50,205,230,25,11,35,0.314285714285714,1.6,0.16,Video 4
429,3:27,3:51,207,231,24,11,35,0.314285714285714,1.66666666666667,0.166666666666667,Video 4
430,3:29,3:52,209,232,23,10,35,0.285714285714286,1.73913043478261,0.173913043478261,Video 4
431,3:33,3:55,213,235,22,11,35,0.314285714285714,1.81818181818182,0.181818181818182,Video 4
432,3:34,4:00,214,240,26,12,35,0.342857142857143,1.53846153846154,0.153846153846154,Video 4
433,3:38,4:01,218,241,23,13,35,0.371428571428571,1.73913043478261,0.173913043478261,Video 4
434,3:39,4:03,219,243,24,13,35,0.371428571428571,1.66666666666667,0.166666666666667,Video 4
435,4:11,4:37,251,277,26,12,35,0.342857142857143,1.53846153846154,0.153846153846154,Video 4
436,4:13,4:43,253,283,30,12,35,0.342857142857143,1.33333333333333,0.133333333333333,Video 4
437,4:36,4:57,276,297,21,14,35,0.4,1.9047619047619,0.19047619047619,Video 4
438,4:44,5:09,288,309,21,13,35,0.371428571428571,1.9047619047619,0.19047619047619,Video 4
439,4:46,5:11,286,311,25,14,35,0.4,1.6,0.16,Video 4
440,4:49,5:13,289,313,24,13,35,0.371428571428571,1.66666666666667,0.166666666666667,Video 4
441,4:50,5:17,290,317,27,14,35,0.4,1.48148148148148,0.148148148148148,Video 4
442,5:10,5:35,310,335,25,11,35,0.314285714285714,1.6,0.16,Video 4
443,5:12,5:46,312,346,34,12,35,0.342857142857143,1.17647058823529,0.117647058823529,Video 4
444,5:13,5:42,313,342,29,12,35,0.342857142857143,1.37931034482759,0.137931034482759,Video 4
445,5:14,6:05,314,365,51,14,35,0.4,0.784313725490196,0.0784313725490196,Video 4
446,5:15,6:09,315,369,54,14,35,0.4,0.740740740740741,0.0740740740740741,Video 4
447,5:20,6:07,320,367,47,14,35,0.4,0.851063829787234,0.0851063829787234,Video 4
448,5:20,6:16,320,376,56,14,35,0.4,0.714285714285714,0.0714285714285714,Video 4
449,5:26,6:10,326,370,44,14,35,0.4,0.909090909090909,0.0909090909090909,Video 4
450,5:27,6:11,327,371,44,15,35,0.428571428571429,0.909090909090909,0.0909090909090909,Video 4
451,6:28,7:29,388,449,61,13,35,0.371428571428571,0.655737704918033,0.0655737704918033,Video 4
452,6:30,7:32,390,452,62,15,35,0.428571428571429,0.645161290322581,0.0645161290322581,Video 4
453,6:32,7:30,392,450,58,15,35,0.428571428571429,0.689655172413793,0.0689655172413793,Video 4
454,6:35,7:38,395,458,63,15,35,0.428571428571429,0.634920634920635,0.0634920634920635,Video 4
455,6:36,7:34,396,454,58,15,35,0.428571428571429,0.689655172413793,0.0689655172413793,Video 4
456,6:39,7:45,399,465,66,16,35,0.457142857142857,0.606060606060606,0.0606060606060606,Video 4
457,6:40,7:36,400,456,56,16,35,0.457142857142857,0.714285714285714,0.0714285714285714,Video 4
458,9:30,9:58,570,598,28,14,35,0.4,1.42857142857143,0.142857142857143,Video 4
459,8:47,9:20,527,560,33,13,35,0.371428571428571,1.21212121212121,0.121212121212121,Video 4
460,9:43,10:09,583,609,26,13,35,0.371428571428571,1.53846153846154,0.153846153846154,Video 4
461,9:47,10:18,587,618,31,13,35,0.371428571428571,1.29032258064516,0.129032258064516,Video 4
462,9:49,10:29,589,629,40,12,35,0.342857142857143,1,0.1,Video 4
463,9:51,10:28,591,628,37,12,35,0.342857142857143,1.08108108108108,0.108108108108108,Video 4
464,10:20,10:39,620,639,19,12,35,0.342857142857143,2.10526315789474,0.210526315789474,Video 4
465,10:22,11:23,622,683,61,14,35,0.4,0.655737704918033,0.0655737704918033,Video 4
466,10:24,10:44,624,644,20,14,35,0.4,2,0.2,Video 4
467,10:27,11:34,627,694,67,14,35,0.4,0.597014925373134,0.0597014925373134,Video 4
468,10:28,10:46,628,646,18,13,35,0.371428571428571,2.22222222222222,0.222222222222222,Video 4
469,10:32,10:56,632,656,24,13,35,0.371428571428571,1.66666666666667,0.166666666666667,Video 4
470,10:38,11:05,638,665,27,11,35,0.314285714285714,1.48148148148148,0.148148148148148,Video 4
471,10:40,11:37,640,697,57,11,35,0.314285714285714,0.701754385964912,0.0701754385964912,Video 4
472,10:41,11:20,641,680,39,12,35,0.342857142857143,1.02564102564103,0.102564102564103,Video 4
473,10:57,11:39,657,699,42,13,35,0.371428571428571,0.952380952380952,0.0952380952380952,Video 4
474,10:59,11:46,659,706,47,15,35,0.428571428571429,0.851063829787234,0.0851063829787234,Video 4
475,11:01,11:45,661,705,44,14,35,0.4,0.909090909090909,0.0909090909090909,Video 4
476,11:04,11:50,664,710,46,14,35,0.4,0.869565217391304,0.0869565217391304,Video 4
477,11:07,11:49,667,709,42,15,35,0.428571428571429,0.952380952380952,0.0952380952380952,Video 4
478,11:09,11:53,669,713,44,17,35,0.485714285714286,0.909090909090909,0.0909090909090909,Video 4
479,11:12,11:52,672,712,40,18,35,0.514285714285714,1,0.1,Video 4
480,11:39,11:56,699,716,17,12,35,0.342857142857143,2.35294117647059,0.235294117647059,Video 4
481,11:40,11:58,700,718,18,13,35,0.371428571428571,2.22222222222222,0.222222222222222,Video 4
482,11:44,12:00,704,720,16,11,35,0.314285714285714,2.5,0.25,Video 4
