Nomer,T-in (mm.ss),T-out (mm.ss),T-in (s),T-out (s),ΔT (s),Volume,VMax,Kepadatan,Kecepatan,Kecepatan Normalisasi,Hambatan Kendaraan Menyebrang,Hambatan Kendaraan Besar,Hambatan Kendaraan Berhenti Pada Sisi Jalan,Total Hambatan
659,20:10,20:26,1210,1226,16,9,35,0.257142857142857,2.5,0.3125,0,0,0,0
660,20:10,20:21,1210,1221,11,9,35,0.257142857142857,3.63636363636364,0.454545454545455,0,0,0,0
661,20:13,20:28,1213,1228,15,10,35,0.285714285714286,2.66666666666667,0.333333333333333,0,0,0,0
662,20:14,20:28,1214,1228,14,11,35,0.314285714285714,2.85714285714286,0.357142857142857,0,0,0,0
663,20:18,20:29,1218,1229,11,12,35,0.342857142857143,3.63636363636364,0.454545454545455,0,0,0,0
664,20:18,20:33,1218,1233,15,12,35,0.342857142857143,2.66666666666667,0.333333333333333,0,0,0,0
665,20:22,20:34,1222,1234,12,12,35,0.342857142857143,3.33333333333333,0.416666666666667,0,1,0,1
666,20:22,20:33,1222,1233,11,12,35,0.342857142857143,3.63636363636364,0.454545454545455,0,1,0,1
667,20:24,20:39,1224,1239,15,11,35,0.314285714285714,2.66666666666667,0.333333333333333,0,1,0,1
668,20:26,20:45,1226,1245,19,10,35,0.285714285714286,2.10526315789474,0.263157894736842,0,1,0,1
669,20:28,20:44,1228,1244,16,11,35,0.314285714285714,2.5,0.3125,0,1,0,1
670,20:29,20:50,1229,1250,21,10,35,0.285714285714286,1.9047619047619,0.238095238095238,0,1,0,1
671,20:31,20:56,1231,1256,25,10,35,0.285714285714286,1.6,0.2,0,1,0,1
672,20:32,20:49,1232,1249,17,10,35,0.285714285714286,2.35294117647059,0.294117647058824,0,1,0,1
673,20:34,20:59,1234,1259,25,11,35,0.314285714285714,1.6,0.2,0,1,0,1
674,20:37,20:59,1237,1259,22,11,35,0.314285714285714,1.81818181818182,0.227272727272727,0,0,0,0
675,20:38,21:21,1238,1281,43,11,35,0.314285714285714,0.930232558139535,0.116279069767442,0,0,0,0
676,20:40,21:06,1240,1266,26,10,35,0.285714285714286,1.53846153846154,0.192307692307692,0,0,0,0
677,20:49,21:12,1249,1272,23,11,35,0.314285714285714,1.73913043478261,0.217391304347826,2,1,0,3
678,20:58,21:09,1258,1269,11,8,35,0.228571428571429,3.63636363636364,0.454545454545455,2,1,0,3
679,21:03,21:18,1263,1278,15,10,35,0.285714285714286,2.66666666666667,0.333333333333333,0,1,0,1
680,21:07,21:24,1267,1284,17,8,35,0.228571428571429,2.35294117647059,0.294117647058824,0,1,0,1
681,21:10,21:26,1270,1286,16,8,35,0.228571428571429,2.5,0.3125,0,1,0,1
682,21:11,21:29,1271,1289,18,8,35,0.228571428571429,2.22222222222222,0.277777777777778,0,1,0,1
683,21:19,21:39,1279,1299,20,9,35,0.257142857142857,2,0.25,0,0,0,0
684,21:20,21:47,1280,1307,27,9,35,0.257142857142857,1.48148148148148,0.185185185185185,0,1,0,1
685,21:23,21:58,1283,1318,35,10,35,0.285714285714286,1.14285714285714,0.142857142857143,0,1,0,1
686,21:24,22:07,1284,1307,23,10,35,0.285714285714286,1.73913043478261,0.217391304347826,0,1,0,1
687,21:29,22:10,1289,1330,41,8,35,0.228571428571429,0.975609756097561,0.121951219512195,0,1,0,1
688,21:30,22:20,1290,1340,50,8,35,0.228571428571429,0.8,0.1,1,1,0,2
689,21:32,22:24,1292,1344,52,9,35,0.257142857142857,0.769230769230769,0.0961538461538462,1,1,0,2
690,21:34,22:14,1294,1334,40,10,35,0.285714285714286,1,0.125,1,1,0,2
691,21:35,22:26,1295,1346,51,10,35,0.285714285714286,0.784313725490196,0.0980392156862745,1,1,0,2
692,21:39,22:33,1299,1353,54,12,35,0.342857142857143,0.740740740740741,0.0925925925925926,0,1,0,1
693,21:39,22:33,1299,1353,54,12,35,0.342857142857143,0.740740740740741,0.0925925925925926,0,1,0,1
694,21:44,22:50,1304,1370,66,11,35,0.314285714285714,0.606060606060606,0.0757575757575758,0,1,0,1
695,21:50,22:52,1310,1372,62,11,35,0.314285714285714,0.645161290322581,0.0806451612903226,0,1,0,1
696,21:58,22:27,1318,1347,29,12,35,0.342857142857143,1.37931034482759,0.172413793103448,0,1,0,1
697,21:59,22:41,1319,1361,42,12,35,0.342857142857143,0.952380952380952,0.119047619047619,1,0,0,1
698,22:05,23:01,1325,1380,55,16,35,0.457142857142857,0.727272727272727,0.0909090909090909,2,0,0,2
699,22:05,22:50,1325,1370,45,16,35,0.457142857142857,0.888888888888889,0.111111111111111,2,0,0,2
700,22:09,22:50,1329,1370,41,13,35,0.371428571428571,0.975609756097561,0.121951219512195,2,0,0,2
701,22:14,22:43,1334,1363,29,14,35,0.4,1.37931034482759,0.172413793103448,1,0,0,1
702,22:20,22:58,1340,1378,38,17,35,0.485714285714286,1.05263157894737,0.131578947368421,1,0,0,1
703,22:25,23:02,1345,1382,37,11,35,0.314285714285714,1.08108108108108,0.135135135135135,0,0,0,0
704,22:28,22:53,1348,1373,25,13,35,0.371428571428571,1.6,0.2,1,0,0,1
705,22:38,23:01,1358,1381,23,14,35,0.4,1.73913043478261,0.217391304347826,2,0,0,2
706,22:39,23:04,1359,1384,25,15,35,0.428571428571429,1.6,0.2,0,0,0,0
707,22:42,23:04,1362,1384,22,12,35,0.342857142857143,1.81818181818182,0.227272727272727,0,0,0,0
708,22:45,23:10,1365,1390,25,13,35,0.371428571428571,1.6,0.2,0,0,0,0
709,22:47,23:08,1367,1388,21,14,35,0.4,1.9047619047619,0.238095238095238,0,0,0,0
710,22:51,23:12,1371,1392,21,13,35,0.371428571428571,1.9047619047619,0.238095238095238,0,0,0,0
711,22:53,23:14,1373,1394,21,14,35,0.4,1.9047619047619,0.238095238095238,0,0,0,0
712,22:55,23:16,1375,1396,21,13,35,0.371428571428571,1.9047619047619,0.238095238095238,0,0,0,0
713,22:58,23:18,1378,1398,20,13,35,0.371428571428571,2,0.25,0,0,0,0
714,22:58,23:20,1378,1400,22,13,35,0.371428571428571,1.81818181818182,0.227272727272727,0,0,0,0
715,23:01,23:21,1381,1401,20,14,35,0.4,2,0.25,0,0,0,0
716,23:01,23:23,1381,1403,22,14,35,0.4,1.81818181818182,0.227272727272727,0,0,0,0
717,23:04,23:26,1384,1406,22,13,35,0.371428571428571,1.81818181818182,0.227272727272727,0,0,0,0
718,23:05,23:25,1385,1405,20,13,35,0.371428571428571,2,0.25,0,1,0,1
719,23:10,23:30,1390,1410,20,11,35,0.314285714285714,2,0.25,0,1,0,1
720,23:13,23:33,1393,1413,20,11,35,0.314285714285714,2,0.25,0,1,0,1
721,23:14,23:33,1394,1413,19,10,35,0.285714285714286,2.10526315789474,0.263157894736842,0,1,0,1
722,23:18,23:42,1398,1422,24,9,35,0.257142857142857,1.66666666666667,0.208333333333333,0,1,0,1
723,23:18,23:39,1398,1419,21,9,35,0.257142857142857,1.9047619047619,0.238095238095238,0,1,0,1
724,23:21,23:55,1401,1435,34,9,35,0.257142857142857,1.17647058823529,0.147058823529412,0,1,0,1
725,23:22,23:44,1402,1424,22,10,35,0.285714285714286,1.81818181818182,0.227272727272727,0,1,0,1
726,23:24,24:00:00,1404,1440,36,10,35,0.285714285714286,1.11111111111111,0.138888888888889,0,1,0,1
727,23:24,23:51,1404,1431,27,10,35,0.285714285714286,1.48148148148148,0.185185185185185,0,1,0,1
728,23:28,23:55,1408,1435,27,12,35,0.342857142857143,1.48148148148148,0.185185185185185,2,0,0,2
729,23:29,24:41:00,1409,1481,72,12,35,0.342857142857143,0.555555555555556,0.0694444444444445,2,0,0,2
730,23:31,24:03:00,1411,1443,32,11,35,0.314285714285714,1.25,0.15625,2,0,0,2
731,23:32,24:52:00,1412,1492,80,11,35,0.314285714285714,0.5,0.0625,2,0,0,2
732,23:35,25:01:00,1415,1501,86,12,35,0.342857142857143,0.465116279069767,0.0581395348837209,0,0,0,0
733,23:36,25:08:00,1416,1508,92,13,35,0.371428571428571,0.434782608695652,0.0543478260869565,0,0,0,0
734,23:40,25:06:00,1420,1506,86,13,35,0.371428571428571,0.465116279069767,0.0581395348837209,0,0,0,0
735,23:40,25:13:00,1420,1513,93,13,35,0.371428571428571,0.43010752688172,0.0537634408602151,0,0,0,0
736,23:43,25:11:00,1423,1511,88,15,35,0.428571428571429,0.454545454545455,0.0568181818181818,0,0,0,0
737,23:43,25:14:00,1423,1514,91,15,35,0.428571428571429,0.43956043956044,0.0549450549450549,0,0,0,0
738,23:48,25:16:00,1428,1516,88,16,35,0.457142857142857,0.454545454545455,0.0568181818181818,0,1,0,1
739,23:48,25:20:00,1428,1520,92,16,35,0.457142857142857,0.434782608695652,0.0543478260869565,0,1,0,1
740,23:53,25:25:00,1433,1525,92,14,35,0.4,0.434782608695652,0.0543478260869565,1,1,0,2
741,23:56,25:19:00,1436,1519,83,13,35,0.371428571428571,0.481927710843374,0.0602409638554217,1,1,0,2
742,24:01:00,25:27:00,1441,1527,86,15,35,0.428571428571429,0.465116279069767,0.0581395348837209,0,1,0,1
743,24:02:00,25:40:00,1442,1540,98,15,35,0.428571428571429,0.408163265306122,0.0510204081632653,1,1,0,2
744,24:13:00,25:45:00,1453,1545,92,13,35,0.371428571428571,0.434782608695652,0.0543478260869565,1,1,0,2
745,24:20:00,25:38:00,1460,1538,78,15,35,0.428571428571429,0.512820512820513,0.0641025641025641,0,2,0,2
746,24:27:00,25:45:00,1467,1545,78,16,35,0.457142857142857,0.512820512820513,0.0641025641025641,0,2,0,2
747,24:33:00,25:43:00,1473,1543,70,16,35,0.457142857142857,0.571428571428571,0.0714285714285714,0,2,0,2
748,24:33:00,25:48:00,1473,1548,75,16,35,0.457142857142857,0.533333333333333,0.0666666666666667,0,2,0,2
749,25:10:00,25:51:00,1510,1551,41,14,35,0.4,0.975609756097561,0.121951219512195,0,2,0,2
750,25:18:00,25:38:00,1518,1538,20,10,35,0.285714285714286,2,0.25,0,1,0,1
